Category,LocalizedName,Name,DefenseStab,DefenseSlash,DefenseSmash,MaxStatus,RPGBuffWeight,Weight,Price,Id
Basic Caparisons,ui_nm_caparison02_m01,Caparison02_m06,3,5,3,10,0.3,8.0,2000,d842004a-b83f-4768-8551-a2fe0bbfe0a4
Basic Caparisons,ui_nm_caparison02_m01,Caparison02_m07,3,5,3,10,0.3,8.0,2000,55d6ad0e-011e-4a3e-93ec-1c7f582edf63
Basic Caparisons,ui_nm_caparison02_m01,Caparison02_m08,3,5,3,10,0.3,8.0,2000,2ca11fcf-c0a1-4424-97cc-9538c3a5be7c
Basic Caparisons,ui_nm_caparison03_m01,Caparison03_m01,4,6,3,15,0.2,8.8,2313,665005e3-8f19-477e-a10c-6cb665ce1df9
Basic Caparisons,ui_nm_caparison03_m01,Caparison03_m02,4,6,3,15,0.2,8.8,2313,b50bc28e-7a5a-4ec7-92a6-454800f158e9
Basic Caparisons,ui_nm_caparison03_m01,Caparison03_m03,4,6,3,15,0.2,8.8,2313,26566627-402c-4d3f-adf8-2aa205194b0e
Basic Caparisons,ui_nm_caparison03_m01,Caparison03_m04,4,6,3,15,0.2,8.8,2313,010dace9-e80f-49db-b744-968a2a05b3ed
Basic Caparisons,ui_nm_caparison03_m01,Caparison03_m05,4,6,3,15,0.2,8.8,2313,d0864235-80e2-4077-9586-8316c95a3bcb
Basic Caparisons,ui_nm_caparison03_m01,Caparison03_m06,4,6,3,15,0.2,8.8,2313,74c05b8b-6461-4e24-a344-99a48197c503
Basic Caparisons,ui_nm_caparison03_m01,Caparison03_m07,4,6,3,15,0.2,8.8,2313,f5c64a03-c38c-4736-8805-28f743646ff9
Basic Caparisons,ui_nm_caparison03_m01,Caparison03_m08,4,6,3,15,0.2,8.8,2313,51f8ae21-65c9-424f-b0ef-3ab7453714a8
Basic Caparisons,ui_nm_caparison03_Leipa,Caparison03_mLeipa,4,6,3,15,0.2,8.8,2313,a57afc93-b952-461b-8dfa-18ba1a446431
Basic Caparisons,ui_nm_caparison03_Leipa,Caparison03_mLeipa01,4,6,3,15,0.2,8.8,2313,972175ab-00fc-471b-ae1d-6d257a18ad58
Basic Caparisons,ui_nm_caparison03_Leipa,Caparison03_mLeipa02,4,6,3,15,0.2,8.8,2313,5979f0c3-bf55-4bd5-9d91-f4dc08902257
Basic Caparisons,ui_nm_caparison03_Leipa,Caparison03_mLeipa03,4,6,3,15,0.2,8.8,2313,9902f662-a748-4765-b78a-23b1fc91333f
Basic Caparisons,ui_nm_caparison03_Ruthard,Caparison03_mRuthard,4,6,3,15,0.2,8.8,2313,1e0ac4a2-00f9-4d50-b80e-0e3033bf12ba
Basic Caparisons,ui_nm_caparison03_Ruthard,Caparison03_mRuthard02,4,6,3,15,0.2,8.8,2313,96fd2a94-7570-473a-b4ba-7b64829247f7
Basic Caparisons,ui_nm_caparison03_Semin,Caparison03_mSemin,4,6,3,15,0.2,8.8,2313,2c972710-02d1-41e0-83cd-8de8f9bc7216
Basic Caparisons,ui_nm_caparison04_m01,Caparison04_m01,5,7,3,20,0.4,9.6,2625,27467b6f-a8d8-498b-9297-b8eaba69e80c
Basic Caparisons,ui_nm_caparison04_m01,Caparison04_m02,5,7,3,20,0.4,9.6,2625,f8307be9-ec64-4934-953b-cbea36aa4b2d
Basic Caparisons,ui_nm_caparison04_m01,Caparison04_m03,5,7,3,20,0.4,9.6,2625,dea605c7-2f09-4d49-af83-6224d036bc21
Basic Caparisons,ui_nm_caparison04_m01,Caparison04_m04,5,7,3,20,0.4,9.6,2625,97c45588-7a43-432e-b364-913159035351
Basic Caparisons,ui_nm_caparison04_m01,Caparison04_m05,5,7,3,20,0.4,9.6,2625,903e2f21-996c-487b-aa2c-ec31d246f937
Basic Caparisons,ui_nm_caparison04_m01,Caparison04_m06,5,7,3,20,0.4,9.6,2625,676a72d3-c088-477b-9fd5-47c0c65d18fb
Basic Caparisons,ui_nm_caparison04_m01,Caparison04_m07,5,7,3,20,0.4,9.6,2625,c0da574d-f21f-4d6f-916f-eeeca45d895b
Basic Caparisons,ui_nm_caparison04_m01,Caparison04_m08,5,7,3,20,0.4,9.6,2625,644aeef7-5230-4912-a7d7-a021e5674df6
Basic Caparisons,ui_nm_caparison05_m01,Caparison05_m01,5,7,3,20,0.4,9.6,2625,3a098596-5bb6-405c-b7b5-70cdff8db673
Basic Caparisons,ui_nm_caparison05_m01,Caparison05_m02,5,7,3,20,0.4,9.6,2625,a8308a40-31ae-459f-8a93-d82de04efd15
Basic Caparisons,ui_nm_caparison05_m01,Caparison05_m03,5,7,3,20,0.4,9.6,2625,dfb5ebaf-70d3-4db8-8eae-340a225bb452
Basic Caparisons,ui_nm_caparison05_m01,Caparison05_m04,5,7,3,20,0.4,9.6,2625,08488293-63b5-42c6-803a-8d547d425925
Basic Caparisons,ui_nm_caparison05_m01,Caparison05_m05,5,7,3,20,0.4,9.6,2625,8ce6b2ec-d2bb-45a3-bbd1-4574d293607c
Basic Caparisons,ui_nm_caparison05_m01,Caparison05_m06,5,7,3,20,0.4,9.6,2625,bb84ffa6-211c-4fd3-9771-873f9f939dc1
Basic Caparisons,ui_nm_caparison05_m01,Caparison05_m07,5,7,3,20,0.4,9.6,2625,8d345816-ec28-4f71-8fdb-79438308df70
Basic Caparisons,ui_nm_caparison05_m01,Caparison05_m08,5,7,3,20,0.4,9.6,2625,bbfb564d-768f-4252-8998-91edcf2cab86
