Category,LocalizedName,Name,DefenseStab,DefenseSlash,DefenseSmash,MaxStatus,RPGBuffWeight,Weight,Price,Id
Noble Caparisons,ui_nm_noblecaparison03_m01,NobleCaparison03_m06,7,9,4,35,0.7,12.0,3563,2d0b520e-a7b1-499e-bbb9-82b0dc76fbd2
Noble Caparisons,ui_nm_noblecaparison03_m01,NobleCaparison03_m07,7,9,4,35,0.7,12.0,3563,4fc291cc-93e9-4a92-ab43-41e0f3dcd09e
Noble Caparisons,ui_nm_noblecaparison03_m01,NobleCaparison03_m08,7,9,4,35,0.7,12.0,3563,51cbe92d-f11f-4475-bf76-2d5a04626ae2
Noble Caparisons,ui_nm_noblecaparison03_m01,NobleCaparison03_m09,7,9,4,35,0.7,12.0,3563,d1f96b94-2a78-4663-9d44-af5a39997d83
Noble Caparisons,ui_nm_noblecaparison03_m01,NobleCaparison03_m10,7,9,4,35,0.7,12.0,3563,fb36885b-8df0-4353-b36c-fe0f9c65b61f
Noble Caparisons,ui_nm_noblecaparison03_m01,NobleCaparison03_m11,7,9,4,35,0.7,12.0,3563,a8626b5b-6d74-4e0b-b992-cee6922f0629
Noble Caparisons,ui_nm_noblecaparison03_m01,NobleCaparison03_m12,7,9,4,35,0.7,12.0,3563,53b03774-0e9e-471c-a546-dc8e2cf77436
Noble Caparisons,ui_nm_noblecaparison03_m01,NobleCaparison03_m13,7,9,4,35,0.7,12.0,3563,93ccb74f-8b86-41c1-8eca-7dbd8f2214f6
Noble Caparisons,ui_nm_noblecaparison03_m01,NobleCaparison03_m14,7,9,4,35,0.7,12.0,3563,23daff23-428c-42a1-bc43-7ba432f58423
Noble Caparisons,ui_nm_noblecaparison03_mLeipa,NobleCaparison03_mLeipa,7,9,4,35,0.7,12.0,3563,455154ff-87a2-4892-a001-80708edc0f46
Noble Caparisons,ui_nm_noblecaparison03_mLeipa,NobleCaparison03_mLeipa02,7,9,4,35,0.7,12.0,3563,37140c46-727e-41a6-afca-2eebccaf4616
Noble Caparisons,ui_nm_noblecaparison04_m01,NobleCaparison04_m01,10,12,5,50,1.0,14.4,5175,477c944b-27cb-4d76-99ef-4f7e6b7eb1e4
Noble Caparisons,ui_nm_noblecaparison04_m01,NobleCaparison04_m02,10,12,5,50,1.0,14.4,5175,d31186b6-d0b2-4ba7-a387-95ffb8b0dd07
Noble Caparisons,ui_nm_noblecaparison04_m01,NobleCaparison04_m03,10,12,5,50,1.0,14.4,5175,bdd98236-3fd2-411c-8194-cfc6b5dfeffe
Noble Caparisons,ui_nm_noblecaparison04_m01,NobleCaparison04_m04,10,12,5,50,1.0,14.4,5175,401abd48-c45c-4df3-ab8f-ee4f5be626db
Noble Caparisons,ui_nm_noblecaparison04_m01,NobleCaparison04_m05,10,12,5,50,1.0,14.4,5175,fbafb20c-9473-4b37-9fe6-d9e877e2b2cc
Noble Caparisons,ui_nm_noblecaparison04_m01,NobleCaparison04_m06,10,12,5,50,1.0,14.4,5175,35a5693e-891a-4239-a8a3-dc35cdf84574
Noble Caparisons,ui_nm_noblecaparison04_m01,NobleCaparison04_m07,10,12,5,50,1.0,14.4,5175,1ac8e65c-6154-4884-a03f-7ec679a6b036
Noble Caparisons,ui_nm_noblecaparison04_m01,NobleCaparison04_m08,10,12,5,50,1.0,14.4,5175,af0e44c7-8fc5-4186-a6fb-d2d57a563a67
Noble Caparisons,ui_nm_noblecaparison04_m01,NobleCaparison04_m09,10,12,5,50,1.0,14.4,5175,5bb37b12-c268-4abb-bb83-f31e8631ec79
Noble Caparisons,ui_nm_noblecaparison04_m01,NobleCaparison04_m10,10,12,5,50,1.0,14.4,5175,dc2f0283-5570-462c-ba36-afab924034e3
Noble Caparisons,ui_nm_noblecaparison05_m01,NobleCaparison05_m01,8,10,4,40,0.8,12.8,3875,3d44de66-b34c-476d-98eb-f280b07d88c0
Noble Caparisons,ui_nm_noblecaparison05_m01,NobleCaparison05_m02,8,10,4,40,0.8,12.8,3875,93109d78-7b6c-4b26-b2cd-51aae8d0ea3d
Noble Caparisons,ui_nm_noblecaparison05_m01,NobleCaparison05_m03,8,10,4,40,0.8,12.8,3875,96a5ce7a-6c6f-45bc-b4ea-1c0a2e4cdbd3
Noble Caparisons,ui_nm_noblecaparison05_m01,NobleCaparison05_m04,8,10,4,40,0.8,12.8,3875,2b714d8b-8753-43f4-a82d-8cfe414d3dab
Noble Caparisons,ui_nm_noblecaparison05_m01,NobleCaparison05_m05,8,10,4,40,0.8,12.8,3875,308cfc8d-64a7-4726-8539-48f878e31733
Noble Caparisons,ui_nm_noblecaparison05_m01,NobleCaparison05_m06,8,10,4,40,0.8,12.8,3875,dcb8c5a6-df67-4ee9-afb9-e59d86e855de
Noble Caparisons,ui_nm_noblecaparison05_m01,NobleCaparison05_m07,8,10,4,40,0.8,12.8,3875,82c19843-4254-427b-812b-53bf8a939845
Noble Caparisons,ui_nm_noblecaparison05_m01,NobleCaparison05_m08,8,10,4,40,0.8,12.8,3875,f05b9cd0-ca30-4393-8540-033083861182
Noble Caparisons,ui_nm_noblecaparison05_m01,NobleCaparison05_m09,8,10,4,40,0.8,12.8,3875,c92bf1cf-0513-4870-91ce-b96e8b6b95b1
Noble Caparisons,ui_nm_noblecaparison05_m01,NobleCaparison05_m10,8,10,4,40,0.8,12.8,3875,b89ca515-a4b8-4073-b172-e12989df5ac6
Noble Caparisons,ui_nm_noblecaparison06_m01,NobleCaparison06_m01,7,9,4,29,0.6,11.2,3250,1dcc68e2-20d6-44da-bf31-fd5ccf16a1fd
Noble Caparisons,ui_nm_noblecaparison06_m01,NobleCaparison06_m02,7,9,4,29,0.6,11.2,3250,796890cb-0aa0-4aad-9cae-8c65c9eb752a
Noble Caparisons,ui_nm_noblecaparison06_m01,NobleCaparison06_m03,7,9,4,29,0.6,11.2,3250,592428d2-6e56-406f-b917-899024ee4427
Noble Caparisons,ui_nm_noblecaparison06_m01,NobleCaparison06_m04,7,9,4,29,0.6,11.2,3250,fd94cd25-cf40-4a9d-b15a-a0df9e67f501
Noble Caparisons,ui_nm_noblecaparison06_m01,NobleCaparison06_m05,7,9,4,29,0.6,11.2,3250,28855f6e-c16a-473d-b16f-43ce0b23b49b
Noble Caparisons,ui_nm_noblecaparison06_m01,NobleCaparison06_m06,7,9,4,29,0.6,11.2,3250,9ebb6fb5-0c6e-4f4b-8ca9-c150666c56f9
Noble Caparisons,ui_nm_noblecaparison06_m01,NobleCaparison06_m07,7,9,4,29,0.6,11.2,3250,11084379-c94c-4a8b-bfe8-5b6214b9c890
Noble Caparisons,ui_nm_noblecaparison06_m01,NobleCaparison06_m08,7,9,4,29,0.6,11.2,3250,ca154752-a639-4b06-9a19-2d6028352465
Noble Caparisons,ui_nm_noblecaparison06_m01,NobleCaparison06_m09,7,9,4,29,0.6,11.2,3250,abf99866-6deb-4de1-a9ba-ee0443cb0db1
Noble Caparisons,ui_nm_noblecaparison06_m01,NobleCaparison06_m10,7,9,4,29,0.6,11.2,3250,d5e78740-a7f3-46f1-acde-b5a0976ebb52
Noble Caparisons,ui_nm_noblecaparison03_mLeipa,NobleCaparison06_mLeipa,59,62,22,13,1.0,0.5,9140,e26ed0c8-91cf-4120-a898-1498856615ff
Noble Caparisons,ui_nm_noblecaparison07_m01,NobleCaparison07_m01,10,12,5,50,1.0,14.4,5175,cef0e663-7cf6-4984-a2a1-ca3a12400aab
Noble Caparisons,ui_nm_noblecaparison07_m01,NobleCaparison07_m02,10,12,5,50,1.0,14.4,5175,faada886-a161-4e3b-9614-9c7243059353
Noble Caparisons,ui_nm_noblecaparison07_m01,NobleCaparison07_m03,10,12,5,50,1.0,14.4,5175,eaaf1591-bcf3-4fb0-8df7-9e6ce4916dda
Noble Caparisons,ui_nm_noblecaparison07_m01,NobleCaparison07_m04,10,12,5,50,1.0,14.4,5175,8f750fcf-e720-40b0-ad39-ef1905c0b5cc
Noble Caparisons,ui_nm_noblecaparison07_m01,NobleCaparison07_m05,10,12,5,50,1.0,14.4,5175,b7bf69c9-e0ff-4c43-a86b-461784805e34
Noble Caparisons,ui_nm_noblecaparison07_m01,NobleCaparison07_m06,10,12,5,50,1.0,14.4,5175,5dce98d4-971d-48f8-89cb-aad53bd70af5
Noble Caparisons,ui_nm_noblecaparison07_m01,NobleCaparison07_m07,10,12,5,50,1.0,14.4,5175,8ccab226-4038-4095-9ba1-5a3934db850d
Noble Caparisons,ui_nm_noblecaparison07_m01,NobleCaparison07_m08,10,12,5,50,1.0,14.4,5175,b2e610f1-4c18-4fa5-8172-248470491aaa
Noble Caparisons,ui_nm_noblecaparison03_mLeipa,NobleCaparison07_mLeipa,0,0,0,13,1.0,0.5,20,2ec3b1c1-bfbe-4dad-81fe-da4a573b004a
Noble Caparisons,ui_nm_noblecaparison08_m01,NobleCaparison08_m01,10,12,5,50,1.0,14.4,5175,104567b2-f6b0-4726-99b8-bf052a1e8ce1
Noble Caparisons,ui_nm_noblecaparison08_m01,NobleCaparison08_m02,10,12,5,50,1.0,14.4,5175,51e7f495-3abb-4a64-a19a-863afb9e0c4c
Noble Caparisons,ui_nm_noblecaparison08_m01,NobleCaparison08_m03,10,12,5,50,1.0,14.4,5175,46eec158-6f24-4914-83c0-1443b37ebbc2
Noble Caparisons,ui_nm_noblecaparison08_m01,NobleCaparison08_m04,10,12,5,50,1.0,14.4,5175,787f1371-f5d7-4a85-9acb-f1543ef11237
Noble Caparisons,ui_nm_noblecaparison08_m01,NobleCaparison08_m05,10,12,5,50,1.0,14.4,5175,d80678f8-7267-48d5-9868-56c2b17b2354
Noble Caparisons,ui_nm_noblecaparison08_m01,NobleCaparison08_m06,10,12,5,50,1.0,14.4,5175,2dd6589c-5067-48a5-90c0-e6f07a86738e
Noble Caparisons,ui_nm_noblecaparison08_m01,NobleCaparison08_m07,10,12,5,50,1.0,14.4,5175,0bce901c-6370-45f8-abde-3513a566ac5c
Noble Caparisons,ui_nm_noblecaparison08_m01,NobleCaparison08_m08,10,12,5,50,1.0,14.4,5175,257d653c-1aab-4121-a684-c88f91ed93e2
Noble Caparisons,ui_nm_noblecaparison08_m01,NobleCaparison08_mErik,12,18,40,22,0.0,0.5,610,872ef517-59dc-4c56-a3d6-d6b363f400de
