Category,LocalizedName,Name,DefenseStab,DefenseSlash,DefenseSmash,MaxStatus,RPGBuffWeight,Weight,Price,Id
Padded Caparisons,ui_nm_paddedcaparison04_m01,PaddedCaparison04_m10,10,50,30,52,0.8,28.8,3750,58f79fdd-143e-413e-a72f-71bcf3cca192
Padded Caparisons,ui_nm_paddedcaparison04_m01,PaddedCaparison04_mSemin,10,50,30,52,0.8,28.8,3750,47c73480-49b4-4788-9a2d-065fbdb7e563
Padded Caparisons,ui_nm_paddedcaparison05_m01,PaddedCaparison05_m01,10,50,30,52,0.8,28.8,3750,7281b200-ed5b-4f8a-8ad2-4be277437ca4
Padded Caparisons,ui_nm_paddedcaparison05_m01,PaddedCaparison05_m02,10,50,30,52,0.8,28.8,3750,088ce19a-dac6-4243-9055-3f6b8319503e
Padded Caparisons,ui_nm_paddedcaparison05_m01,PaddedCaparison05_m03,10,50,30,52,0.8,28.8,3750,2d604b81-801d-45fe-ac88-0a2eae2dbb38
Padded Caparisons,ui_nm_paddedcaparison05_m01,PaddedCaparison05_m04,10,50,30,52,0.8,28.8,3750,f31bacdd-7bc7-47f5-a4b8-c907aea56e82
Padded Caparisons,ui_nm_paddedcaparison05_m01,PaddedCaparison05_m05,10,50,30,52,0.8,28.8,3750,dd8ed70b-7225-47bb-886b-0514a1d9471f
Padded Caparisons,ui_nm_paddedcaparison05_m01,PaddedCaparison05_m06,10,50,30,52,0.8,28.8,3750,a7d4c077-4813-4632-8e1c-4689ed792fe1
Padded Caparisons,ui_nm_paddedcaparison05_m01,PaddedCaparison05_m07,10,50,30,52,0.8,28.8,3750,4af690ff-f83b-47d4-a551-449cf7270021
Padded Caparisons,ui_nm_paddedcaparison05_m01,PaddedCaparison05_m08,10,50,30,52,0.8,28.8,3750,7084e3e7-a865-47bd-823e-0de2c4ac5c08
Padded Caparisons,ui_nm_paddedcaparison05_m01,PaddedCaparison05_m09,10,50,30,52,0.8,28.8,3750,31c45b42-342f-4372-bdaf-02507111a92b
Padded Caparisons,ui_nm_paddedcaparison05_m01,PaddedCaparison05_m10,10,50,30,52,0.8,28.8,3750,30e40e6d-6bc0-4543-98e4-f1e0d9678bc9
Padded Caparisons,ui_nm_paddedcaparison05_m01,PaddedCaparison05_mLeipa,10,50,30,52,0.8,28.8,3750,e6233a38-9ffb-4ca9-aa52-85d36361a438
