======================================================================
== C:\GitHub\kcd2_gear_picker\kcd2-ref\Libs\Tables\rpg\soul__prepadeniVlasskehoDvora.tbl
  [77] prepadeniVlasskehoDvora_silverCarrier_2
  [78] char_GENERIC_MAN_COMMONER_16
  [79] prepadeniVlasskehoDvora_silverCarrier_1
  [80] char_GENERIC_MAN_COMMONER_10
  [81] prepadeniVlasskehoDvora_citizen_9
  [82] char_GENERIC_MAN_COMMONER_03
  [83] prepadeniVlasskehoDvora_citizen_23
  [84] char_GENERIC_MAN_COMMONER_11
  [85] prepadeniVlasskehoDvora_citizen_6
  [86] prepadeniVlasskehoDvora_attacker_ladderOne_2
  [87] prepadeniVlasskehoDvora_citizen_22
  [88] char_GENERIC_MAN_COMMONER_23
  [89] prepadeniVlasskehoDvora_citizen_1
  [90] char_GENERIC_MAN_COMMONER_20
  [91] prepadeniVlasskehoDvora_ruthardka_attacker11
  [92] char_GENERIC_MAN_SOLDIER_29
  [93] prepadeniVlasskehoDvora_ruthardka_horse3
  [94] prepadeniVlasskehoDvora_attacker_gate_8
  [95] char_GENERIC_MAN_SOLDIER_27
  [96] prepadeniVlasskehoDvora_attacker_archer_bow_1
  [97] prepadeniVlasskehoDvora_guard_1
  [98] char_GENERIC_MAN_GUARD_02
  [99] prepadeniVlasskehoDvora_citizen_18
  [100] char_GENERIC_MAN_COMMONER_14
  [101] prepadeniVlasskehoDvora_attacker_ladderTwo_6
  [102] char_GENERIC_MAN_SOLDIER_05
  [103] prepadeniVlasskehoDvora_citizen_4
  [104] char_GENERIC_MAN_COMMONER_07
  [105] prepadeniVlasskehoDvora_ruthardka_attacker8
  [106] char_GENERIC_MAN_SOLDIER_16
  [107] prepadeniVlasskehoDvora_ruthardka_horse2
  [108] prepadeniVlasskehoDvora_attacker_archer_bow_8
  [109] char_GENERIC_MAN_SOLDIER_28
  [110] prepadeniVlasskehoDvora_citizen_21
  [111] prepadeniVlasskehoDvora_citizen_5
  [112] prepadeniVlasskehoDvora_attacker_gate_3
  [113] prepadeniVlasskehoDvora_attacker_archer_bow_6
  [114] prepadeniVlasskehoDvora_attacker_ladderTwo_5
  [115] char_GENERIC_MAN_SOLDIER_23
  [116] prepadeniVlasskehoDvora_guard_courtyard_10
  [117] prepadeniVlasskehoDvora_ruthardka_attacker14
  [118] prepadeniVlasskehoDvora_citizen_8
  [119] char_GENERIC_MAN_COMMONER_19
  [120] prepadeniVlasskehoDvora_attacker_ladderOne_5
  [121] prepadeniVlasskehoDvora_civilian_2
  [122] prepadeniVlasskehoDvora_civilian_9
  [123] prepadeniVlasskehoDvora_attacker_ladderThree_5
  [124] prepadeniVlasskehoDvora_guard_courtyard_1
  [125] char_GENERIC_MAN_GUARD_18
  [126] prepadeniVlasskehoDvora_civilian_8
  [127] prepadeniVlasskehoDvora_attacker_gate_1
  [128] prepadeniVlasskehoDvora_guard_courtHall_3
  [129] char_GENERIC_MAN_GUARD_03
  [130] prepadeniVlasskehoDvora_guard_courtHall_6
  [131] prepadeniVlasskehoDvora_konrad
  [132] kutnohorsko_settlements_kutnaHora_clergy
  [133] char_FARAR_KONRAD_PNEVICE
  [134] prepadeniVlasskehoDvora_worker_2
  [135] char_GENERIC_MAN_TOWNSMAN_09
  [136] prepadeniVlasskehoDvora_attacker_backup_10
  [137] prepadeniVlasskehoDvora_attacker_gate_5
  [138] char_GENERIC_MAN_SOLDIER_21
  [139] prepadeniVlasskehoDvora_guard_courtHall_7
  [140] prepadeniVlasskehoDvora_guard_courtyard_13
  [141] prepadeniVlasskehoDvora_worker_1
  [142] char_GENERIC_MAN_TOWNSMAN_10
  [143] prepadeniVlasskehoDvora_attacker_ladderOne_10
  [144] prepadeniVlasskehoDvora_attacker_archer_rifle_9
  [145] char_GENERIC_MAN_SOLDIER_08
  [146] prepadeniVlasskehoDvora_guard_courtyard_5
  [147] prepadeniVlasskehoDvora_citizen_20
  [148] char_GENERIC_MAN_COMMONER_13
  [149] prepadeniVlasskehoDvora_ruthardka_attacker6
  [150] prepadeniVlasskehoDvora_ruthardka_attacker2
  [151] prepadeniVlasskehoDvora_ruthardka_horse4
  [152] prepadeniVlasskehoDvora_ruthardka_horse1
  [153] prepadeniVlasskehoDvora_silverCarrier_3
  [154] prepadeniVlasskehoDvora_ruthardka_attacker13
  [155] prepadeniVlasskehoDvora_attacker_backup_8
  [156] prepadeniVlasskehoDvora_guard_courtyard_3
  [157] prepadeniVlasskehoDvora_ruthardka_attacker1
  [158] prepadeniVlasskehoDvora_ruthardka_attacker7
  [159] char_GENERIC_MAN_SOLDIER_26
  [160] prepadeniVlasskehoDvora_civilian_6
  [161] prepadeniVlasskehoDvora_ruthardka_attacker15
  [162] prepadeniVlasskehoDvora_citizen_2
  [163] char_GENERIC_MAN_COMMONER_01
  [164] prepadeniVlasskehoDvora_civilian_14
  [165] prepadeniVlasskehoDvora_worker_5
  [166] prepadeniVlasskehoDvora_civilian_13
  [167] prepadeniVlasskehoDvora_citizen_15
  [168] char_GENERIC_MAN_COMMONER_05
  [169] prepadeniVlasskehoDvora_attacker_gate_7
  [170] prepadeniVlasskehoDvora_attacker_ladderOne_3
  [171] prepadeniVlasskehoDvora_attacker_archer_rifle_2
  [172] prepadeniVlasskehoDvora_attacker_ladderOne_9
  [173] prepadeniVlasskehoDvora_attacker_archer_crossbow_10
  [174] char_GENERIC_MAN_SOLDIER_03
  [175] prepadeniVlasskehoDvora_attacker_ladderTwo_4
  [176] prepadeniVlasskehoDvora_petrMalin
  [177] char_FARAR_PETR_MALIN
  [178] prepadeniVlasskehoDvora_ruthardka_horse6
  [179] prepadeniVlasskehoDvora_citizen_13
  [180] prepadeniVlasskehoDvora_guard_courtyard_9
  [181] char_GENERIC_MAN_GUARD_14
  [182] prepadeniVlasskehoDvora_attacker_ladderOne_4
  [183] prepadeniVlasskehoDvora_attacker_ladderTwo_2
  [184] prepadeniVlasskehoDvora_cooker
  [185] char_KUCHAR_VLASAK
  [186] prepadeniVlasskehoDvora_worker_3
  [187] char_GENERIC_MAN_TOWNSMAN_08
  [188] prepadeniVlasskehoDvora_attacker_ladderThree_6
  [189] char_GENERIC_MAN_SOLDIER_17
  [190] prepadeniVlasskehoDvora_attacker_ladderOne_6
  [191] prepadeniVlasskehoDvora_attacker_archer_crossbow_3
  [192] char_GENERIC_MAN_SOLDIER_19
  [193] prepadeniVlasskehoDvora_citizen_19
  [194] char_GENERIC_MAN_COMMONER_24
  [195] prepadeniVlasskehoDvora_guard_2
  [196] prepadeniVlasskehoDvora_attacker_backup_2
  [197] prepadeniVlasskehoDvora_ruthardka_attacker9
  [198] prepadeniVlasskehoDvora_silverCarrier_4
  [199] char_GENERIC_MAN_COMMONER_09
  [200] prepadeniVlasskehoDvora_citizen_11
  [201] char_GENERIC_MAN_COMMONER_26
  [202] prepadeniVlasskehoDvora_ruthardka_attacker10
  [203] prepadeniVlasskehoDvora_citizen_12
  [204] char_GENERIC_MAN_COMMONER_12
  [205] prepadeniVlasskehoDvora_guard_courtyard_6
  [206] char_GENERIC_MAN_GUARD_13
  [207] prepadeniVlasskehoDvora_attacker_gate_10
  [208] prepadeniVlasskehoDvora_civilian_12
  [209] prepadeniVlasskehoDvora_attacker_ladderOne_1
  [210] char_GENERIC_MAN_SOLDIER_01
  [211] prepadeniVlasskehoDvora_civilian_7
  [212] prepadeniVlasskehoDvora_citizen_17
  [213] char_GENERIC_MAN_COMMONER_08
  [214] prepadeniVlasskehoDvora_worker_8
  [215] prepadeniVlasskehoDvora_merchant_2
  [216] char_POULICNI_OBCHODNIK_2
  [217] prepadeniVlasskehoDvora_guard_courtHall_2
  [218] prepadeniVlaskehoDvora_obchodnik_1
  [219] prepadeniVlasskehoDvora_anna
  [220] prepadeniVlasskehoDvora_giuseppe
  [221] char_GIUSEPPE_CABRINI
  [222] prepadeniVlasskehoDvora_civilian_4
  [223] prepadeniVlasskehoDvora_attacker_ladderThree_3
  [224] prepadeniVlasskehoDvora_attacker_backup_7
  [225] prepadeniVlasskehoDvora_guard_courtHall_5
  [226] prepadeniVlasskehoDvora_guard_courtHall_1
  [227] prepadeniVlasskehoDvora_citizen_24
  [228] prepadeniVlasskehoDvora_guard_courtyard_11
  [229] prepadeniVlasskehoDvora_attacker_ladderOne_8
  [230] prepadeniVlasskehoDvora_guard_courtyard_8
  [231] prepadeniVlasskehoDvora_attacker_ladderThree_1
  [232] prepadeniVlasskehoDvora_attacker_ladderOne_7
  [233] prepadeniVlasskehoDvora_guard_courtHall_4
  [234] prepadeniVlaskehoDvora_strazce_2
  [235] prepadeniVlasskehoDvora_citizen_10
  [236] char_GENERIC_MAN_COMMONER_06
  [237] prepadeniVlasskehoDvora_attacker_ladderTwo_1
  [238] prepadeniVlasskehoDvora_merchant_1
  [239] char_POULICNI_OBCHODNIK_1
  [240] prepadeniVlasskehoDvora_attacker_archer_crossbow_4
  [241] char_GENERIC_MAN_SOLDIER_32
  [242] prepadeniVlasskehoDvora_ruthardka_attacker12
  [243] prepadeniVlasskehoDvora_attacker_archer_rifle_5
  [244] prepadeniVlaskehoDvora_jeronym
  [245] char_GENERIC_MAN_TOWNSMAN_03
  [246] prepadeniVlasskehoDvora_attacker_backup_4
